OBJECTID,Latitude (degree),Longitude (degree),Ocean,Region,Subregion,Country,State,Beach Location,Marine Setting,Ocean Bottom Depth (m),Water Sample Depth (m),Sediment Sample Depth (m),Sampling Method,Mesh Size (mm),Transect Number,Sampling Point on Beach,Volunteers Number,Collecting Time (min),Standardized Nurdle  Amount,Microplastics Measurement,Unit,Concentration Class Range,Concentration Class,Short Reference,Long Reference,DOI,Organization,Keywords,NCEI Accession Number,NCEI Accession Link,Symbology,GlobalID,Sample Date,x,y
8566,27.33,-142.18,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,2.896836,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",960e6895-6a89-43cc-bfba-db6b37b745f6,10/18/2012 12:00:00 AM,-142.18,27.33
8567,26.6,-142.77,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.305316,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",73c59959-3d76-486a-8754-67f561d06724,10/19/2012 12:00:00 AM,-142.77,26.6
8568,25.68,-143.09,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,1.125396,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",85350ebd-8a6c-4e89-887f-3b6f48483bd3,10/19/2012 12:00:00 AM,-143.09,25.6800000000001
8569,24.59,-143.47,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.432716,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",deff3056-c1c2-4390-bd77-10aa3ac8a687,10/19/2012 12:00:00 AM,-143.47,24.59
8570,24.28,-143.99,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.560888,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",d147bbb5-1a79-4d9d-8359-ce15bd7ea514,10/20/2012 12:00:00 AM,-143.99,24.28
8571,23.35,-144.31,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.591576,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",d8b75dea-35e6-49f8-9c54-953e85f7e8b8,10/20/2012 12:00:00 AM,-144.31,23.35
8572,23.15,-144.69,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,1.078548,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",5ee30cf8-44af-4a6b-b7f6-a97f57f4f9bf,10/20/2012 12:00:00 AM,-144.69,23.15
8573,22.99,-148.78,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,8.715904,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",0c6700f3-75a6-4277-8bb7-2d8d5a141dea,10/21/2012 12:00:00 AM,-148.78,22.9900000000001
8574,23.65,-149.74,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,1.186904,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",99ecb9a1-617b-4c6e-8ced-c82cf5b92de0,10/21/2012 12:00:00 AM,-149.74,23.65
8575,24.21,-149.32,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.08806,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",ececf468-b1a7-4736-8034-bf04f7461150,10/22/2012 12:00:00 AM,-149.32,24.21
8576,24.52,-148.47,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.494368,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",73765fef-823d-4036-892b-53fcbed46b64,10/22/2012 12:00:00 AM,-148.47,24.52
8577,24.37,-147.78,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.250764,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",230e1309-965e-495f-99a9-aad9a5c7c944,10/22/2012 12:00:00 AM,-147.78,24.3700000000001
8578,25.28,-147,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.274544,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",d81f3487-0ba8-48d0-ae15-ef10f143c801,10/22/2012 12:00:00 AM,-147,25.28
8579,25.94,-146.58,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.378224,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",0d486905-930c-4fbf-9125-148c7975612c,10/22/2012 12:00:00 AM,-146.58,25.9400000000001
8580,26.21,-144.53,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.615428,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",90b0fdc4-f774-4dfb-a01c-dc594592452b,10/23/2012 12:00:00 AM,-144.53,26.21
8581,26.14,-143.12,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,1.34614,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",b48adcaf-c646-4d14-b8d3-4519c1a6e4cb,10/23/2012 12:00:00 AM,-143.12,26.14
8582,26.05,-141.2,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,8.075432,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",be637d31-1563-4a9b-a8f0-122eb07e2aee,10/23/2012 12:00:00 AM,-141.2,26.0500000000001
8583,25.69,-141.14,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,7.772284,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",b91117e5-25df-4202-b1d6-9039e0d8dd4d,10/24/2012 12:00:00 AM,-141.14,25.6900000000001
8584,25.35,-141.11,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,6.68962,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",8e08d409-d2f8-42d9-9961-7733dddf1488,10/24/2012 12:00:00 AM,-141.11,25.35
8585,24.73,-139.58,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,5.910272,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",ed64fd4c-88de-4cf5-836b-dbe23c8b1efb,10/24/2012 12:00:00 AM,-139.58,24.7300000000001
8586,24.03,-138.44,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.56472,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",7f5ccbf2-d3ba-493c-b05b-76687d08a393,10/24/2012 12:00:00 AM,-138.44,24.03
8587,23.52,-141.63,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.057004,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",e124f3dd-8e6f-4c7a-a9a9-4b32082382b2,10/25/2012 12:00:00 AM,-141.63,23.52
8588,22.76,-141.69,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.273452,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",2c715307-0da8-4db9-acb1-275f15a4359c,10/25/2012 12:00:00 AM,-141.69,22.76
8589,22.11,-141.71,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.544172,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",0ee8e40c-2710-4cac-82aa-e5bf2a553773,10/25/2012 12:00:00 AM,-141.71,22.1100000000001
8590,21.42,-142.07,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.176404,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",d7d17329-e27b-45ca-a60f-3ce42d0f739a,10/25/2012 12:00:00 AM,-142.07,21.4200000000001
8591,21.15,-142.77,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.08204,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",2b2305a2-3224-4315-951f-6755bcd0bbfe,10/26/2012 12:00:00 AM,-142.77,21.15
8592,19.8,-143.03,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.209968,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",cf23d00d-cc30-4a8e-a32d-6a9592204ff0,10/26/2012 12:00:00 AM,-143.03,19.8000000000001
8593,18.97,-143.47,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.191384,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",e5633326-c9be-4c0a-9d70-a332ea0a5d6e,10/26/2012 12:00:00 AM,-143.47,18.97
8594,19.24,-143.41,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.311752,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",ecbc6827-bd0f-4549-9c06-67b161152f22,10/26/2012 12:00:00 AM,-143.41,19.2400000000001
8595,19.51,-144.23,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.065172,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",5d03330a-9653-48de-91a8-11cfcb7def42,10/26/2012 12:00:00 AM,-144.23,19.51
8596,19.43,-145.47,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.34034,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",9eb6fb0a-9204-421e-9d8c-be7635388731,10/27/2012 12:00:00 AM,-145.47,19.4300000000001
8597,19.62,-146.5,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.782908,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",e8ea65b1-7289-4847-a6f1-bb259f5badff,10/27/2012 12:00:00 AM,-146.5,19.6200000000001
8598,19.73,-146.63,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.4812,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",fa9c0441-2e49-45e4-806d-3efc6df4cef1,10/27/2012 12:00:00 AM,-146.63,19.7300000000001
8599,19.96,-146.64,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.38872,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",3d6749dc-6167-49a6-a449-57ac625e6159,10/27/2012 12:00:00 AM,-146.64,19.96
8600,20.15,-147.77,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,0.181424,pieces/m3,0.005-1,Medium,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, Medium, 0.005-1 pieces/m3",3051eaf7-3991-4f95-a858-e17a398a7297,10/27/2012 12:00:00 AM,-147.77,20.15
8601,20.14,-148.94,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,1.070216,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",7ff20ced-f7ee-4c0a-a817-7b4cf88c653e,10/28/2012 12:00:00 AM,-148.94,20.14
8602,20.35,-154.67,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,1.1026,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",789bfe58-dd87-47e1-955c-f4d6940015bb,10/28/2012 12:00:00 AM,-154.67,20.35
8603,20.6,-154.81,Pacific Ocean,,,,,,Ocean water,,0,,Neuston net,0.335,,,,,,4.726408,pieces/m3,1-10,High,Law et al.2014,"Law, K.L, S.K. Morét-Ferguson, D.S. Goodwin, E.R. Zettler, E. DeForce, T. Kukulka, et al. 2014. Distribution of surface plastic debris in the eastern Pacific Ocean from an 11-year data set. Environ Sci Technol. 48(9):4732–8.",https://doi.org/10.1021/es4053076,Sea Education Association,SEA,211008,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:211008,"Ocean Surface, High, 1-10 pieces/m3",aa6c7d5c-0734-4cf6-8431-e10351f19ec5,10/28/2012 12:00:00 AM,-154.81,20.6
